round,client_id,client_i_training_loss,client_i_training_accuracy,client_i_training_dataset_size,client_i_evaluation_loss,client_i_evaluation_accuracy,client_i_evaluation_dataset_size,client_i_central_evaluation_loss,client_i_central_evaluation_accuracy,client_i_cosine_similarity,client_i_importance_coefficient,client_i_tanh_val,tanh_normalization_value,client_i_q,client_i_mask_order,client_i_v_nonzero_fraction,client_i_v_sparsity,local_epochs,learning_rate,gamma
0,0,0.2600272792993354,0.9191919191919192,9405,0,0,1566,2.211178053682224,0.4669,0.7961022848234132,0.08659005426168724,0.08637428863027584,0.08637428863027584,0.9999999999884224,199209,0.9999949801716781,5.019828321906061e-06,5,0.1,0.5
0,1,0.28347067841406426,0.9129050993146707,8609,0,0,1435,2.2111782890539198,0.467,0.783928604503401,0.0852659535028154,0.08505991679431656,0.08637428863027584,0.9847828345936344,196178,0.984779880528086,0.01522011947191404,5,0.1,0.5
0,2,0.28445465133227715,0.9094146278980402,7807,0,0,1301,2.2111780666314758,0.4669,0.7949959269756322,0.0864697184858724,0.08625484938078566,0.08637428863027584,0.9986171897634948,198934,0.9986145273831635,0.001385472616836525,5,0.1,0.5
0,3,0.2975882523748428,0.9068950749464668,7005,0,0,1167,2.2111782875304784,0.467,0.784816300195079,0.08536250594284177,0.08515576987163344,0.08637428863027584,0.9858925754532792,196399,0.9858892625872195,0.01411073741278046,5,0.1,0.5
0,4,0.3108784184071053,0.9037240045139449,6203,0,0,1034,2.211178743801178,0.467,0.7755215116323196,0.08435153503955042,0.08415204396023358,0.08637428863027584,0.9742719192683736,194084,0.9742683600220873,0.025731639977912724,5,0.1,0.5
0,5,0.3346571898870391,0.8936122940196259,5401,0,0,900,2.211178065869755,0.4669,0.7947321771804507,0.08644103108035725,0.08622637533622216,0.08637428863027584,0.9982875309609192,198868,0.99828321871392,0.0017167812860799936,5,0.1,0.5
0,6,0.3733906647345672,0.8844347826086957,4600,0,0,767,2.2111788771023004,0.467,0.7782370886992425,0.08464690156475616,0.08444531152985024,0.08637428863027584,0.9776672302372268,194761,0.9776667837959941,0.022333216204005857,5,0.1,0.5
0,7,0.40329897037449003,0.8769352290679305,3798,0,0,633,2.2111785213787334,0.4669,0.772685147295099,0.0840430307850747,0.08384571645622144,0.08637428863027584,0.9707254066560402,193378,0.970724361226846,0.029275638773153978,5,0.1,0.5
0,8,0.45489688969038905,0.8543391188251002,2996,0,0,500,2.21118528622027,0.467,0.7497430466481683,0.08154767588185964,0.08136739077467586,0.08637428863027584,0.9420325430641289,187662,0.9420310225390292,0.05796897746097085,5,0.1,0.5
0,9,0.4906309412981289,0.8455788514129444,2194,0,0,366,2.2111796174948206,0.4669,0.7678695467679204,0.08351924996080098,0.08332559507121241,0.08637428863027584,0.9647036912445319,192178,0.9647005672406004,0.03529943275939962,5,0.1,0.5
0,10,0.606210974062031,0.8125,1392,0,0,232,2.2112024089398856,0.4668,0.7239206039289399,0.07873903337592428,0.0785767128932606,0.08637428863027584,0.9097234158268741,181226,0.9097234074594649,0.0902765925405351,5,0.1,0.5
0,11,0.9931715457062972,0.6915254237288135,590,0,0,99,2.2112125817198343,0.4669,0.671370684847769,0.07302331011845971,0.07289378978071973,0.08637428863027584,0.8439292633933789,168119,0.8439285176446966,0.15607148235530344,5,0.1,0.5
1,0,0.23409348621609666,0.928654970760234,9405,0,0,1566,2.059928823202944,0.7242,0.7835042440644001,0.08516691008352933,0.08496158914488025,0.0859985964906726,0.9879415782454919,196807,0.987937352542543,0.012062647457456999,5,0.1,0.5
1,1,0.2891784618323005,0.9159251945638286,8609,0,0,1435,2.0599318072437858,0.7242,0.7035754768967201,0.08148187213213841,0.08130202233879383,0.0859985964906726,0.945387781376949,188330,0.9453842678580393,0.05461573214196069,5,0.1,0.5
1,2,0.25156245081242723,0.922505443832458,7807,0,0,1301,2.059929044482807,0.7242,0.7948363759859736,0.08548411431515066,0.08527649514942078,0.0859985964906726,0.9916033357320925,197537,0.9916018272175091,0.008398172782490887,5,0.1,0.5
1,3,0.26421779640035953,0.9187437544610992,7005,0,0,1167,2.0599292825205255,0.7242,0.7919240552127952,0.08464429050656926,0.08444271909057545,0.0859985964906726,0.9819081070555865,195605,0.9819035188996537,0.01809648110034634,5,0.1,0.5
1,4,0.27534521327344413,0.9181363856198613,6203,0,0,1034,2.05992835169783,0.7242,0.8036994311868139,0.0843836375959281,0.08418391909410186,0.0859985964906726,0.9788987556588036,195006,0.9789016615631745,0.021098338436825514,5,0.1,0.5
1,5,0.2846442590726639,0.9126087761525643,5401,0,0,900,2.059928961836111,0.7242,0.8161258255710284,0.08621155055300976,0.0859985964906726,0.0859985964906726,0.9999999999883719,199209,0.9999949801716781,5.019828321906061e-06,5,0.1,0.5
1,6,0.3287816921947524,0.8998260869565218,4600,0,0,767,2.059929245577072,0.7242,0.8169727028200467,0.08504587955562483,0.08484143103741516,0.0859985964906726,0.986544368147107,196529,0.9865418402690628,0.013458159730937225,5,0.1,0.5
1,7,0.3549011964851818,0.8930489731437599,3798,0,0,633,2.059928616776634,0.7241,0.8124790831127877,0.0844859645754524,0.08428552001368256,0.0859985964906726,0.9800801809811405,195241,0.9801566186436423,0.01984338135635766,5,0.1,0.5
1,8,0.39462118908921456,0.8786381842456609,2996,0,0,500,2.0599361441005914,0.7241,0.8141663004232957,0.08288255860120959,0.08269329089829193,0.0859985964906726,0.9615655867860503,191553,0.9615631745394307,0.03843682546056926,5,0.1,0.5
1,9,0.4071904228001401,0.8782133090246126,2194,0,0,366,2.059929730793158,0.7241,0.8243768728674006,0.08455420266783142,0.08435327294953254,0.0859985964906726,0.9808680186740096,195398,0.9808644144370262,0.01913558556297379,5,0.1,0.5
1,10,0.4978394990617579,0.8514367816091954,1392,0,0,232,2.05996973407916,0.7242,0.7958534973229128,0.08036908590673256,0.0801964920883431,0.0859985964906726,0.9325325686694047,185769,0.9325284875257266,0.06747151247427341,5,0.1,0.5
1,11,0.7811775033411227,0.7759322033898305,590,0,0,99,2.060001124208347,0.7246,0.7596094240204561,0.07528993350682368,0.07514799314920381,0.0859985964906726,0.8738281345845048,174075,0.8738266151297626,0.12617338487023744,5,0.1,0.5
2,0,0.21679074377246,0.9344178628389155,9405,0,0,1566,1.8565218269634551,0.8532,0.7867099744029785,0.08401038784509214,0.0838133029108039,0.0853854958554042,0.98158711933647,195541,0.9815822498870539,0.018417750112946107,5,0.1,0.5
2,1,0.22867965295037923,0.9301428737367871,8609,0,0,1435,1.8565173724208015,0.8532,0.7918034681493951,0.08174244157477342,0.08156086392313365,0.0853854958554042,0.9552074752871077,190286,0.9552030520556197,0.04479694794438027,5,0.1,0.5
2,2,0.23368635961068335,0.928218265659024,7807,0,0,1301,1.8565226892312876,0.8531,0.7984411103301456,0.08463073358114587,0.08442925881838756,0.0853854958554042,0.9888009429654799,196979,0.988800763013905,0.01119923698609504,5,0.1,0.5
2,3,0.2404524583552356,0.9276516773733048,7005,0,0,1167,1.8565230624744307,0.8531,0.807647947868197,0.08439494041773705,0.08419514180289954,0.0853854958554042,0.9860590602471112,196432,0.9860549169218412,0.013945083078158782,5,0.1,0.5
2,4,0.251807974576566,0.9248105755279703,6203,0,0,1034,1.8565206215404475,0.8531,0.8092692371999196,0.08427857361468823,0.08407959877187941,0.0853854958554042,0.9847058675314018,196163,0.9847045831032578,0.015295416896742187,5,0.1,0.5
2,5,0.260426328836571,0.9203480836882059,5401,0,0,900,1.856523392680354,0.8531,0.812191838206554,0.08559391451811536,0.0853854958554042,0.0853854958554042,0.9999999999882884,199209,0.9999949801716781,5.019828321906061e-06,5,0.1,0.5
2,6,0.2924928890993922,0.9138260869565218,4600,0,0,767,1.856523124935528,0.8531,0.8192680555162166,0.08506741650074674,0.0848628129190597,0.0853854958554042,0.9938785512445402,197990,0.9938758094473169,0.006124190552683095,5,0.1,0.5
2,7,0.3127102744429051,0.9081095313322801,3798,0,0,633,1.8565217096584674,0.8531,0.8186813591450309,0.08467528761635082,0.08447349509264346,0.0853854958554042,0.9893190201144408,197082,0.9893178053310577,0.010682194668942269,5,0.1,0.5
2,8,0.3512666888614284,0.8948598130841121,2996,0,0,500,1.8565291710935843,0.8532,0.8118325121533817,0.08337180260276289,0.0831791696650634,0.0853854958554042,0.9741604101585208,194062,0.9741579237990061,0.02584207620099388,5,0.1,0.5
2,9,0.3528402252581672,0.8968094804010939,2194,0,0,366,1.8565229028939438,0.8531,0.8248489602648624,0.08493603397191678,0.08473237511383101,0.0853854958554042,0.9923509170261005,197686,0.9924501782039055,0.007549821796094536,5,0.1,0.5
2,10,0.4218885992907665,0.8814655172413793,1392,0,0,232,1.856562699372776,0.8532,0.791589889533367,0.08099638841487043,0.08081972867941262,0.0853854958554042,0.9465276024786458,188557,0.9465237688871041,0.0534762311128959,5,0.1,0.5
2,11,0.6454994861232607,0.8261016949152542,590,0,0,99,1.8566548416789728,0.8535,0.7537144989960921,0.07630207934180022,0.07615434628549157,0.0853854958554042,0.8918885522848403,177673,0.8918879574318558,0.10811204256814422,5,0.1,0.5
3,0,0.20035168702387865,0.9389261031366295,9405,0,0,1566,1.6127140579132226,0.8986,0.7896349925540161,0.0836053139033716,0.08341106084539336,0.08531499918732906,0.977683427755384,194764,0.9776818432809598,0.02231815671904025,5,0.1,0.5
3,1,0.21081798161082488,0.9341386920664421,8609,0,0,1435,1.6127212474140495,0.8986,0.7851664951423596,0.08193871526474511,0.08175582884271411,0.08531499918732906,0.9582820092659411,190899,0.9582802068169268,0.04171979318307317,5,0.1,0.5
3,2,0.21687444796266614,0.9335724349942359,7807,0,0,1301,1.6127170331942768,0.8986,0.7965648423098246,0.08426118230768712,0.08406233038536855,0.08531499918732906,0.9853171328033972,196285,0.9853170021585261,0.014682997841473866,5,0.1,0.5
3,3,0.22357832115934523,0.9324768022840828,7005,0,0,1167,1.6127177042702137,0.8986,0.796836966152591,0.08411372573287329,0.0839159139949622,0.08531499918732906,0.9836009470002052,195943,0.9836002208724461,0.01639977912755386,5,0.1,0.5
3,4,0.22711990339652702,0.9326454941157505,6203,0,0,1034,1.6127142578649063,0.8986,0.8019359674136689,0.08421492933211668,0.08401640407677684,0.08531499918732906,0.984778818215943,196177,0.984774860699764,0.015225139300235946,5,0.1,0.5
3,5,0.23830693677707007,0.9267172745787817,5401,0,0,900,1.6127196348513277,0.8986,0.8142698692572107,0.08552290053696457,0.08531499918732906,0.08531499918732906,0.9999999999882787,199209,0.9999949801716781,5.019828321906061e-06,5,0.1,0.5
3,6,0.2695541806182721,0.9193913043478261,4600,0,0,767,1.6127190525158526,0.8986,0.8118391267887798,0.08508717604431408,0.08488243012748341,0.08531499918732906,0.9949297419567363,198199,0.994924953566588,0.005075046433411945,5,0.1,0.5
3,7,0.28709370894748876,0.9175882043180621,3798,0,0,633,1.6127165114155972,0.8986,0.8022236431977597,0.08448914465792774,0.0842886775038502,0.08531499918732906,0.9879702081199896,196813,0.9880628482505899,0.011937151749410124,5,0.1,0.5
3,8,0.3188067619114163,0.9065420560747663,2996,0,0,500,1.6127206787895472,0.8986,0.8020230454353888,0.08361424737958757,0.0834199321611859,0.08531499918732906,0.9777874108284302,194785,0.977867576928869,0.022132423071130947,5,0.1,0.5
3,9,0.3111976459379429,0.9080218778486782,2194,0,0,366,1.61271789622383,0.8986,0.8133264708032144,0.08505182091548405,0.08484732962798622,0.08531499918732906,0.9945183195828147,198117,0.9945283871291601,0.005471612870839859,5,0.1,0.5
3,10,0.3628165165301074,0.9,1392,0,0,232,1.6127722168121095,0.8986,0.7819813605135187,0.08133037397151512,0.0811515237313099,0.08531499918732906,0.9511987868882414,189488,0.9511972290547663,0.048802770945233664,5,0.1,0.5
3,11,0.5243758871367104,0.8613559322033898,590,0,0,99,1.6129495716704347,0.8988,0.7410479326751152,0.07677046995341305,0.07662000382898283,0.08531499918732906,0.8980836260672943,178907,0.8980824255810451,0.10191757441895488,5,0.1,0.5
4,0,0.18857583010087714,0.9423923444976077,9405,0,0,1566,1.3520824078934641,0.9218,0.7779092724619219,0.08343295279933664,0.08323989646827286,0.08552428973741193,0.9732895382454948,193889,0.9733346719542192,0.02666532804578081,5,0.1,0.5
4,1,0.2244596078194553,0.9340689975606923,8609,0,0,1435,1.3521150792368686,0.9218,0.746726672984876,0.0812171104510156,0.08103900508189604,0.08552428973741193,0.9475554293378552,188762,0.9475528336930877,0.05244716630691226,5,0.1,0.5
4,2,0.20118813560283208,0.938747278083771,7807,0,0,1301,1.3520832941554988,0.9219,0.7894461800553366,0.0842790689758468,0.08408009063112178,0.08552428973741193,0.9831135796426086,195846,0.9831132975252246,0.016886702474775417,5,0.1,0.5
4,3,0.20361123301203632,0.9386723768736617,7005,0,0,1167,1.3520851474219617,0.9219,0.7865866255299747,0.08407946998750884,0.08388189937670203,0.08552428973741193,0.9807962116173851,195384,0.9807941368405201,0.01920586315947992,5,0.1,0.5
4,4,0.20939086110993604,0.9378365307109463,6203,0,0,1034,1.3520788125717602,0.9219,0.7972699287468408,0.08452392805484317,0.08432321367803071,0.08552428973741193,0.9859563164563555,196412,0.9859545203554039,0.014045479644596126,5,0.1,0.5
4,5,0.21440460653148988,0.9353453064247361,5401,0,0,900,1.3520854559188453,0.9219,0.8067320917678764,0.08573372940396932,0.08552428973741193,0.08552428973741193,0.9999999999883074,199209,0.9999949801716781,5.019828321906061e-06,5,0.1,0.5
4,6,0.2486005526935009,0.9244347826086956,4600,0,0,767,1.3520848019816243,0.9219,0.7974160382803209,0.08511338570035856,0.08490845088435452,0.08552428973741193,0.9927992520494348,197775,0.9927965463581145,0.00720345364188546,5,0.1,0.5
4,7,0.2606223822798298,0.9237493417588204,3798,0,0,633,1.3520817288194602,0.9219,0.7941440466062355,0.08459741138946744,0.08439617406421222,0.08552428973741193,0.9868094119500996,196582,0.986807891170122,0.01319210882987798,5,0.1,0.5
4,8,0.2860403253161844,0.9144192256341789,2996,0,0,500,1.3520874040195356,0.9218,0.7939335132226445,0.08400390676235311,0.08380686735203499,0.08552428973741193,0.9799188933152216,195209,0.9799156668841925,0.020084333115807484,5,0.1,0.5
4,9,0.2740610823305189,0.9217866909753875,2194,0,0,366,1.3520824928253223,0.9219,0.7939383178543928,0.08496708716264505,0.08476320527470473,0.08552428973741193,0.9911009554591439,197437,0.9910998443853221,0.00890015561467794,5,0.1,0.5
4,10,0.31792987461879174,0.910632183908046,1392,0,0,232,1.3521649125285042,0.9218,0.7591166630861601,0.08124642699155281,0.08106812902211963,0.08552428973741193,0.9478959634751473,188830,0.9478941820189749,0.05210581798102509,5,0.1,0.5
4,11,0.4524451940467483,0.88,590,0,0,99,1.3523157324653845,0.9222,0.7197973859367731,0.07680552232110267,0.07665485032376491,0.08552428973741193,0.8962933285762975,178550,0.8962903468701371,0.10370965312986291,5,0.1,0.5
5,0,0.1788837614296587,0.9453907496012759,9405,0,0,1566,1.0861500345479946,0.9352,0.7705715364359291,0.08340809101498153,0.08321520689715739,0.0855061666940586,0.9732070810042102,193872,0.9732041564178505,0.02679584358214948,5,0.1,0.5
5,1,0.18655157584425372,0.9430828203043327,8609,0,0,1435,1.0861891797556282,0.9352,0.7723457299769009,0.08198030185682495,0.08179713732889539,0.0855061666940586,0.9566226681709313,190568,0.9566387229556749,0.04336127704432513,5,0.1,0.5
5,2,0.19032998194910403,0.9416421160496989,7807,0,0,1301,1.0861443385910303,0.9352,0.7775070480439805,0.08422283143125908,0.08402425039171892,0.0855061666940586,0.9826688955824127,195757,0.982666532804578,0.017333467195421948,5,0.1,0.5
5,3,0.19264023131946076,0.9420128479657388,7005,0,0,1167,1.086147068407589,0.9352,0.776160746810641,0.0840408940484699,0.08384359474071744,0.0855061666940586,0.9805561163761392,195336,0.9805531850810703,0.019446814918929745,5,0.1,0.5
5,4,0.19379461713461685,0.9428663549895212,6203,0,0,1034,1.0861349560963078,0.9352,0.7826338602773465,0.0845690661613764,0.08436803066376179,0.0855061666940586,0.9866894274964313,196558,0.986687415290397,0.013312584709602948,5,0.1,0.5
5,5,0.19769507656480081,0.9395297167191261,5401,0,0,900,1.0861419989659002,0.9352,0.7920270134978863,0.0857154728531199,0.0855061666940586,0.0855061666940586,0.9999999999883049,199209,0.9999949801716781,5.019828321906061e-06,5,0.1,0.5
5,6,0.22875882985277307,0.9317826086956522,4600,0,0,767,1.0861407665018075,0.9352,0.7863104508816783,0.08509576785462336,0.08489096002734689,0.0855061666940586,0.9928051193090467,197776,0.9928015661864364,0.007198433813563554,5,0.1,0.5
5,7,0.23916405484769024,0.9317008952080043,3798,0,0,633,1.0861384249723758,0.9352,0.7870103420710775,0.08477345000668834,0.08457095621013375,0.0855061666940586,0.9890626545304024,197031,0.9890617940866422,0.010938205913357812,5,0.1,0.5
5,8,0.25879247732301974,0.9231642189586114,2996,0,0,500,1.0861466949740157,0.9352,0.7774049349596773,0.08403411343870143,0.08383686179310185,0.0855061666940586,0.980477374130102,195320,0.9804728678279203,0.019527132172079686,5,0.1,0.5
5,9,0.2435726665986189,0.929535095715588,2194,0,0,366,1.086138607975774,0.9352,0.784348792875733,0.08492789889335138,0.08472429843610839,0.0855061666940586,0.9908560015122816,197388,0.9908538727975503,0.009146127202449672,5,0.1,0.5
5,10,0.2849202477288517,0.9216954022988506,1392,0,0,232,1.08624190339646,0.9352,0.7378114290346663,0.08077732050922681,0.08060208783791671,0.0855061666940586,0.9426464891750866,187784,0.9426434415942975,0.05735655840570253,5,0.1,0.5
5,11,0.3892265422367736,0.903728813559322,590,0,0,99,1.0863894462204589,0.9352,0.7001021091745018,0.07645479193137691,0.07630617145391287,0.0855061666940586,0.8924054767423295,177776,0.8924049997490086,0.10759500025099145,5,0.1,0.5
6,0,0.16719744176616524,0.9487719298245614,9405,0,0,1566,0.8415770724939462,0.9423,0.7647319266276918,0.08370996916844121,0.0835149870737973,0.08557053456277004,0.9759783259453535,194424,0.9759751016515236,0.02402489834847643,5,0.1,0.5
6,1,0.1736342336508096,0.9472412591474039,8609,0,0,1435,0.8416170778746803,0.9423,0.7644334851644141,0.08273279100960876,0.08254454560342961,0.08557053456277004,0.9646374891103974,192165,0.964635309472416,0.03536469052758395,5,0.1,0.5
6,2,0.17649331506204288,0.9451005507877546,7807,0,0,1301,0.8415740585555664,0.9423,0.7606135670621148,0.0841147761749272,0.08391695703983662,0.08557053456277004,0.9806758537578011,195360,0.9806736609607951,0.019326339039204887,5,0.1,0.5
6,3,0.18152018031360556,0.9450392576730906,7005,0,0,1167,0.8415746153733982,0.9423,0.7623507938279526,0.08405350902822026,0.0838561210270848,0.08557053456277004,0.9799649079507898,195218,0.9799608453390894,0.020039154660910552,5,0.1,0.5
6,4,0.1844321654062987,0.9439303562792197,6203,0,0,1034,0.8415604167091199,0.9423,0.7742160559410427,0.08483380444117691,0.08463087866889049,0.08557053456277004,0.9890189315788451,197022,0.9890166156317454,0.010983384368254634,5,0.1,0.5
6,5,0.18342627843610457,0.9444917607850398,5401,0,0,900,0.8415654806283336,0.9423,0.779000021996556,0.08578031516066155,0.08557053456277004,0.08557053456277004,0.9999999999883137,199209,0.9999949801716781,5.019828321906061e-06,5,0.1,0.5
6,6,0.21104161393207807,0.9387391304347826,4600,0,0,767,0.841564629024591,0.9423,0.7740421908107856,0.08518416164416132,0.08497871615050615,0.08557053456277004,0.9930838527972166,197832,0.9930826765724612,0.006917323427538813,5,0.1,0.5
6,7,0.21860833638230293,0.9355450236966825,3798,0,0,633,0.8415637231482485,0.9423,0.7689263331451636,0.08478369466951087,0.08458112759178824,0.08557053456277004,0.9884375272747131,196906,0.9884343155464083,0.01156568445359174,5,0.1,0.5
6,8,0.24259976445637801,0.927570093457944,2996,0,0,500,0.8415712032455225,0.9423,0.756870236821037,0.08385365177650571,0.08365766581807367,0.08557053456277004,0.9776457076557019,194756,0.9776416846543848,0.022358315345615165,5,0.1,0.5
