round,client_id,client_i_training_loss,client_i_training_accuracy,client_i_training_dataset_size,client_i_evaluation_loss,client_i_evaluation_accuracy,client_i_evaluation_dataset_size,client_i_central_evaluation_loss,client_i_central_evaluation_accuracy,client_i_cosine_similarity,client_i_importance_coefficient,client_i_tanh_val,tanh_normalization_value,client_i_q,client_i_mask_order,client_i_v_nonzero_fraction,client_i_v_sparsity,client_i_v_cosine_similarity,client_i_reward_gradient_norm,local_epochs,learning_rate,gamma,client_0_cosine_similarity,client_1_cosine_similarity,client_2_cosine_similarity,client_3_cosine_similarity,client_4_cosine_similarity,client_5_cosine_similarity,client_6_cosine_similarity,client_7_cosine_similarity,client_8_cosine_similarity,client_9_cosine_similarity,client_10_cosine_similarity,client_11_cosine_similarity
0,0,2.2593343178431193,0.1635354273192111,6845,2.2973717125979336,0.1168736303871439,1369,2.2984406917910034,0.1235,0.8869743817926763,0.07965355797842077,,,0.5581993448460328,,0.558218217226981,0.44178178277301905,0,0.13844437978073884,10,0.025,0.15,1.0,0.935168185925877,0.8767959182159879,0.8418352787211018,0.8029279429954975,0.777606884899768,0.7706955013954947,0.7575572325260287,0.7135431893217018,0.7517669866252944,0.6818423038402036,0.6937427059212067
0,1,2.2791248260542405,0.14488864549105512,5478,2.2985645400153265,0.12135036496350365,1096,2.2983496792708773,0.1245,0.9326648350854221,0.0837567285379339,,,0.7670731759510582,,0.7671271310920764,0.23287286890792358,0,0.13914815535257632,10,0.025,0.15,0.935168185925877,1.0,0.9320786197060732,0.8987210294785318,0.8589970658566842,0.8508264692795275,0.8096889820243068,0.8286649770701142,0.7600609070506515,0.8132205019465605,0.7551268158145356,0.7492867410180852
0,2,2.293830060958862,0.14317427385892117,4820,2.2988202273845673,0.11825726141078838,964,2.298344950132732,0.1246,0.9814293336618902,0.08813595965709968,,,0.9899999999490945,,0.9900232707827895,0.00997672921721049,0,0.13918761070505542,10,0.025,0.15,0.8767959182159879,0.9320786197060732,1.0,0.9465124503058163,0.9093768932193779,0.9210815910838585,0.8892003964610962,0.9107447312786073,0.8803968223962954,0.911898791339977,0.8639155906613435,0.8545465982737462
0,3,2.2940376670019966,0.12827961870177032,4406,2.3001510075160434,0.11010215664018161,881,2.2983455416522447,0.1244,0.9520168952048468,0.08549461463066299,,,0.8555410865454312,,0.8555643577428991,0.14443564225710093,0,0.13918036452835583,10,0.025,0.15,0.8418352787211018,0.8987210294785318,0.9465124503058163,1.0,0.8634069203954203,0.8821422521709503,0.906603031108231,0.8798163248702683,0.836519909509583,0.8903124562253828,0.7995397310124157,0.8220266077156747
0,4,2.2967360482071384,0.1305204280155642,4112,2.3002685819353377,0.12895377128953772,822,2.2983464198776438,0.1245,0.9448325947177776,0.0848494380538327,,,0.8226980688382268,,0.8227542044197983,0.1772457955802017,0,0.13917327262125215,10,0.025,0.15,0.8029279429954975,0.8589970658566842,0.9093768932193779,0.8634069203954203,1.0,0.86659996576957,0.8363345813211912,0.9124909445640156,0.9077400508888759,0.8818410718543307,0.8429705263262757,0.8906977625743352
0,5,2.2967937169536468,0.13561326819233735,3889,2.2994067668914795,0.13624678663239073,778,2.2983483030826233,0.1245,0.9387098026731618,0.08429958883481703,,,0.7947077352071683,,0.7947384925153901,0.20526150748460992,0,0.13916204711400235,10,0.025,0.15,0.777606884899768,0.8508264692795275,0.9210815910838585,0.8821422521709503,0.86659996576957,1.0,0.8527100501975254,0.9181562421436819,0.8363196665213137,0.9048221330965011,0.8707556787659189,0.834641755048979
0,6,2.297442381135349,0.12603071948261924,3711,2.296433170636495,0.14690026954177898,742,2.2983570793006995,0.1243,0.9193628233668655,0.08256215901777232,,,0.7062630515415462,,0.7063177699658365,0.2936822300341635,0,0.13909223817557498,10,0.025,0.15,0.7706955013954947,0.8096889820243068,0.8892003964610962,0.906603031108231,0.8363345813211912,0.8527100501975254,1.0,0.8381889655653394,0.8796370495402857,0.9330197694313392,0.7695926488690122,0.8160942321842132
0,7,2.2986271934849873,0.12800224466891133,3564,2.2977906862894693,0.12622720897615708,713,2.298347385623787,0.1245,0.9402519643440099,0.08443808061832572,,,0.8017577247161253,,0.8018022478585929,0.1981977521414071,0,0.13916517258375324,10,0.025,0.15,0.7575572325260287,0.8286649770701142,0.9107447312786073,0.8798163248702683,0.9124909445640156,0.9181562421436819,0.8381889655653394,1.0,0.8832689151178444,0.8882796917840332,0.889367150705721,0.8711487947563568
0,8,2.2997070568579216,0.12476024411508282,3441,2.299988865852356,0.12790697674418605,688,2.2983705665491803,0.1243,0.9155870715448486,0.08222308263310911,,,0.6890022083778026,,0.6890462279876549,0.3109537720123451,0,0.13897623969386752,10,0.025,0.15,0.7135431893217018,0.7600609070506515,0.8803968223962954,0.836519909509583,0.9077400508888759,0.8363196665213137,0.8796370495402857,0.8832689151178444,1.0,0.9116308577118798,0.862051578744092,0.8960934406768756
0,9,2.299432937304179,0.12258548290341932,3334,2.2994311650594077,0.11544227886056972,667,2.298347144187251,0.1244,0.9418601146275053,0.08458249842167369,,,0.8091093810578595,,0.8091383208727368,0.19086167912726315,0,0.1391675079295863,10,0.025,0.15,0.7517669866252944,0.8132205019465605,0.911898791339977,0.8903124562253828,0.8818410718543307,0.9048221330965011,0.9330197694313392,0.8882796917840332,0.9116308577118798,1.0,0.8419846142888708,0.8884588999069208
